,class,tweet
16068,offensive language, koolassk u want a nigga to just spend all his hard earned money on u hoe go strip that solves that problem lol
16069,hate speech, koolqueef i color my entire arm black with a sharpie and fist my wifes asshole just so she knows what a nigger dick feels like
16070,offensive language, koolqueef i gave up calling my wife a nigger during sex for lent
16071,offensive language, kreolekilla fighting over a hoe is one of the lamest things you can do
16072,hate speech, kriegsson on nigger day we honor nigger traditions by not working
16073,offensive language, krisannin 8220so wake the bitch upl8221  jack bauer 24lad
16074,offensive language, krisdarebel 8220aye_benny searching for these hoes i got 128533 httptcodsdfeji65u8221 you aint the only one bruh httptcoc7r3wrcpk0
16075,offensive language, krislisisms bc her ass fat maybe her pussy wack amp it drove her man to crack  fightciubs khloe kardashian is winning at life http8230
16076,offensive language, krislisisms grow up bitch
16077,other, krislisisms hot 97 trash
16078,other, krislisisms today something is dope tomorrow that same thing is trash next month it is irrelevant next year its classic
16079,offensive language, kryshazeyy i swear bitches fall over niggas who dont believe in combing their hair
16080,other, kstar__ told you  astronaut_tone aprize is more than trash
16081,offensive language, kstar__ ya beats trash nigga  chiefkeef sosaonthebeat fuck who dont like
16082,offensive language," kushdahgodd five things ill never give a bitch975765039

1my hea
2my weed
3my money
4my twitter
5my netflix password
128175128175128175128175128175128175128175"
16083,offensive language, kush_dace so to them side hos that know they the side hos we need more of ya
16084,offensive language, kvtrk24 ross pulling hoes drewill52 awight54 da_kodabear httptcoyefrlbvdvb
16085,offensive language, kvngmelly_ when yall got the same baby mama and realize that bitch is the real enemy httptcovdis3ghg6t
16086,offensive language, kxrxsxb all i want for my birffday is a big booty hoe she gotta big booty so i call her big booty lyricsyouliketoscream
16087,other, kxrxsxb sometimes i turn my phone on loud to tweet just to hear the bird chirp truestory teamiphone
16088,offensive language, kxrxsxb superman man of steel  emotions of bitch truestory
16089,hate speech, kxrxsxb we all know that one person that could say anything and you just look at them thinking youre retarded stfu stupidbitches
16090,offensive language, kxngfrxsh if ya friends always trynna get you to breakup wit ya nigga or do thot shit wit themthem bitches really aint ya friends
16091,other, kysposradio for years two fan bases unc and indiana have said they do things the right way while uk and others are rogues my ho8230
16092,offensive language, kylamock2 bitch think she know everything ha
16093,offensive language, kylekallgren you cant please everyone and you shouldnt nothing good comes from having people who say faggot as an insult on your8230
16094,other, kylekallgren you know how in superhero stories the best insult for superheroes dumb mooks can come up with is dogooder whiteknight
16095,offensive language, kylelewsader trevaughnlg retweets the most random shit just cause a bad bitch tweeted it 128514
16096,other, kyle_lippe if you buy tickets for transformers 3d they just lock you in an aluminum trash can and toss you from an overpass into rus8230
16097,offensive language, l1ldebbie amber rose is everything at the vmas killen every bitch
16098,offensive language, l1ldebbie and im that bitch who doesnt forget
16099,offensive language, l1ldebbie im your bitch down for whatever
16100,offensive language, l1ldebbie so its rude to talk about fat bitches but its cool to talk about skinny bitches cus i know alot of thick hoes on the ver8230
16101,offensive language, l1ldebbie you keep your bitch amp ill stay on my grind
16102,other, l3tsvibe keys open doors when them keys is albino
16103,hate speech, lanurse1 here is a michaelbrown suppoer she says whites are just evil albino black babies seriously tcot klsouth httptcop8230
16104,offensive language, la_everyday mjcandance pacdagoat devoted2mariah bettathanleruns mznursebee14 pyroballypoops wtf this bitch sounds retarded
16105,offensive language, legiqn write 16 bars about your side hoes and money so she knows its real
16106,offensive language, lex_gedddit just got 11 in flappy bird holy shit
16107,offensive language, lht_519 lmao that bitch saw the camera amp looked up at the big screen n then realized128128128128 httpstcooojqabwfwj
16108,offensive language, lht_519 when ya side hoe playing too much amp all you want is head  httpstco7ealhuta02
16109,offensive language, lilbthebasedgod i only eat gluton free pussy  lil b
16110,offensive language, lilbthebasedgod that nerdy fat bitch yes sir she fucked  the basedgod  lil b
16111,offensive language, lilbthebasedgod ultimate bitch mixtape is done words from lil b  lil b
16112,offensive language, livylohan 82201waynostra dats y i dont argue wit dese bitches lol8221 keep it brief trappa lls
16113,offensive language, li_alp still texans nation hoe
16114,other, ljspagnoli isis and jihadi terrorists post 90 tweets every minute to spread propaganda httptcoerjmvef996
16115,offensive language, ll_jono krhymez_24 go home bitch
16116,offensive language, lmaoatbasics bitches twerk to anything  rock  countrythese bitches a twerk to gospel to take me to the king 128553128553
16117,other, lohanthony id never send my kids to private school because then they would never experience ghetto public school fights
16118,other, lohanthony im so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha8230
16119,offensive language, lohanthony lana uses the term bad bitch in a uv track ive never been more proud
16120,offensive language, loud_besos thotcho bitch ill end your fucking life you a fuckboy
16121,offensive language, loud_besos pepsi cola  jactionj ladies what does your pussy taste like
16122,other, lc1 magnus the team leader was paicularly rude and unhelpful as opposed to charlie who just blatantly lied awful service s8230
16123,offensive language, lunaraps smh u got ebola now 8220bryanroxall i stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to 8230
16124,other, lvl_ky_events nov 222012 thanksgiving dinner 200pm proof on main a day being preoccupied with a giant bird in your http 
16125,offensive language, labugg09 i love everybody ion hate these bitches
16126,offensive language, laleaa_ wcw both the babes undrgrundghosts amp 0beyyourmaster  128571128571 love thse sexy bitches bestfriend babe8230 httptcomybspkdzv2
16127,offensive language, lavidajeannette i hate when a bitch says she dont care if her nigga broke and he got nothing going for himself acting like a fake ri8230
16128,offensive language, lavintagetribe getting all these checks like nike im icy and yo bitch like me dice soho 127922
16129,offensive language, ladiesluv_audi eating pussy is goodeating everybody pussy aint healthy
16130,other, ladymercia mother of manchester terror twins who went to syria to become jihadi brides snatched by isis  httptcotrhnmdvncm v8230
16131,hate speech, lady_blahblah furrybah in my paypay voice  80sbaby4life the hoes are for everybody my nigga
16132,offensive language, lady_trucker to fez your nipples couldnt be covered by two trash can lids ronniebquotes
16133,offensive language, lakeshowqueen kevin love out here bein a hoe just let the world know u gonna be a laker 2015 season dawg
16134,other, lakerstv video kobebryant on talking trash while facing nickswagypyoung during today8217s scrimmage 8211 httptco3njzfytc1r httpt8230
16135,offensive language, lalacoutureexo if your gfbf dont like or talk to that bitchnigga you dont talk to that bitchnigga
16136,offensive language, lamborghinibow fuck a hoe respect a woman love a lady128175
16137,offensive language, lameassnerd braxton cui a hoe ass nigga and wen i see him ima smack him like da lil bitch he is 300
16138,offensive language, lamont21225_ 128514128514128514 this bitch playing volleyball in timberlands 128553128514edmondson kids 128517128514 httptcom4jtngejth
16139,offensive language, landontours nice baby bump bitch
16140,offensive language, lanebelgarde gillis_seth yeah right queer the only piece of ass youve ever got is when it finger broke thru the toilet paper128514
16141,offensive language, laquishabae racist white cops arresting blacks again cant wait till black cops arrest whities then hear them bitch fastfoodstrike
16142,offensive language, laridodi seven grams in the blunt almost drowned in her pussy so i swam to her butt  tryhardsilva quote this with a weezy verse
